"","ID","gene_name","gene_desc","best_db","sporprot"
"2151","O05102","cry17Aa","Pesticidal crystal-like protein Cry17Aa (Cbm72 mosquitocidal toxin) (Insecticidal toxin CryXVIIA(a))","DRAM","sporulation_prot"
"2161","O05215","ywrA","Uncharacterized transporter YwrA","DRAM","sporulation_prot"
"2171","O05223","ywrJ","Uncharacterized protein YwrJ","DRAM","sporulation_prot"
"2181","O05224","ywrK","Putative arsenical pump membrane protein","DRAM","sporulation_prot"
"2191","O05231","kapD","Probable 3'-5' exonuclease KapD (EC 3.1.-.-)","DRAM","sporulation_prot"
"2201","O05235","yugF","Uncharacterized hydrolase YugF (EC 3.1.-.-)","DRAM","sporulation_prot"
"2213","O05241","yugS","UPF0053 protein YugS","DRAM","sporulation_prot"
"2221","O05242","yugT","Probable oligo-1,6-glucosidase 3 (EC 3.2.1.10) (Oligosaccharide alpha-1,6-glucosidase 3) (Sucrase-isomaltase 3) (Isomaltase 3)","DRAM","sporulation_prot"
"2231","O05248","yugP","Putative membrane protease YugP (EC 3.4.24.-)","DRAM","sporulation_prot"
"2241","O05257","yufS","Uncharacterized protein YufS","DRAM","sporulation_prot"
"2251","O05267","yumB","NADH dehydrogenase-like protein YumB (EC 1.6.-.-)","DRAM","sporulation_prot"
"2261","O05272","asnO","Asparagine synthetase [glutamine-hydrolyzing] 3 (EC 6.3.5.4)","DRAM","sporulation_prot"
"2271","O05390","csbX","Alpha-ketoglutarate permease","DRAM","sporulation_prot"
"2281","O05391","bofC","Protein BofC (Bypass-of-forespore protein C)","DRAM","sporulation_prot"
"2291","O05495","ydhD","Putative sporulation-specific glycosylase YdhD (EC 3.2.-.-)","DRAM","sporulation_prot"
"2301","O05497","ydhF","Uncharacterized protein YdhF","DRAM","sporulation_prot"
"2313","O06010","yraD","Spore coat protein F-like protein YraD","DRAM","sporulation_prot"
"2321","O06011","yraE","Uncharacterized protein YraE","DRAM","sporulation_prot"
"2331","O06012","adhB","Uncharacterized zinc-type alcohol dehydrogenase-like protein AdhB (EC 1.-.-.-)","DRAM","sporulation_prot"
"2341","O06014","cry9Da","Pesticidal crystal protein Cry9Da (132 kDa crystal protein) (Crystaline entomocidal protoxin) (Insecticidal delta-endotoxin CryIXD(a))","DRAM","sporulation_prot"
"2351","O06483","yfnE","Uncharacterized glycosyltransferase YfnE (EC 2.4.-.-)","DRAM","sporulation_prot"
"2361","O06484","yfnF","Uncharacterized protein YfnF","DRAM","sporulation_prot"
"2371","O06485","yfnG","Putative sugar dehydratase/epimerase YfnG","DRAM","sporulation_prot"
"2381","O06486","yfnH","Probable glucose-1-phosphate cytidylyltransferase (EC 2.7.7.33) (CDP-glucose pyrophosphorylase)","DRAM","sporulation_prot"
"2391","O06716","gerPF","Probable spore germination protein GerPF","DRAM","sporulation_prot"
"2401","O06717","gerPE","Probable spore germination protein GerPE","DRAM","sporulation_prot"
"2413","O06718","gerPD","Probable spore germination protein GerPD","DRAM","sporulation_prot"
"2421","O06719","gerPC","Probable spore germination protein GerPC","DRAM","sporulation_prot"
"2431","O06720","gerPB","Probable spore germination protein GerPB","DRAM","sporulation_prot"
"2441","O06721","gerPA","Probable spore germination protein GerPA","DRAM","sporulation_prot"
"2451","O06722","yisI","Aspartyl-phosphate phosphatase YisI (EC 3.1.3.-) (Stage 0 sporulation regulatory protein YisI)","DRAM","sporulation_prot"
"2461","O06723","yisJ","Inner spore coat protein H-like protein","DRAM","sporulation_prot"
"2471","O06727","yisN","Uncharacterized protein YisN","DRAM","sporulation_prot"
"2481","O06728","yisP","Farnesyl diphosphate phosphatase YisP (EC 3.1.7.6)","DRAM","sporulation_prot"
"2491","O06734","yisY","AB hydrolase superfamily protein YisY (EC 3.-.-.-)","DRAM","sporulation_prot"
"2501","O06735","yisZ","Probable adenylyl-sulfate kinase (EC 2.7.1.25) (APS kinase) (ATP adenosine-5'-phosphosulfate 3'-phosphotransferase) (Adenosine-5'-phosphosulfate kinase)","DRAM","sporulation_prot"
"2513","O06736","yitA","Probable sulfate adenylyltransferase (EC 2.7.7.4) (ATP-sulfurylase) (Sulfate adenylate transferase) (SAT)","DRAM","sporulation_prot"
"2521","O06737","yitB","Adenosine 5'-phosphosulfate reductase 2 (APS reductase 2) (EC 1.8.4.10) (5'-adenylylsulfate reductase 2) (Thioredoxin-dependent 5'-adenylylsulfate reductase 2)","DRAM","sporulation_prot"
"2531","O06738","yitC","Probable 2-phosphosulfolactate phosphatase (EC 3.1.3.71)","DRAM","sporulation_prot"
"2541","O06739","yitD","Phosphosulfolactate synthase (EC 4.4.1.19) ((2R)-phospho-3-sulfolactate synthase) (PSL synthase)","DRAM","sporulation_prot"
"2551","O06740","yitE","UPF0750 membrane protein YitE","DRAM","sporulation_prot"
"2561","O06741","yitF","Putative isomerase YitF (EC 5.-.-.-)","DRAM","sporulation_prot"
"2571","O06752","yitQ","Uncharacterized protein YitQ","DRAM","sporulation_prot"
"2581","O06996","cotR","Putative sporulation hydrolase CotR (EC 3.1.1.-)","DRAM","sporulation_prot"
"2591","O06997","cotQ","Uncharacterized FAD-linked oxidoreductase YvdP (EC 1.21.-.-) (Spore coat protein YvdP)","DRAM","sporulation_prot"
"2601","O06998","yvdQ","Uncharacterized protein YvdQ","DRAM","sporulation_prot"
"2613","O07002","yveA","Aspartate-proton symporter (L-aspartate transporter)","DRAM","sporulation_prot"
"2621","O07520","yhaL","Sporulation protein YhaL","DRAM","sporulation_prot"
"2631","O07530","yhdB","Uncharacterized protein YhdB","DRAM","sporulation_prot"
"2641","O07531","yhdC","Uncharacterized protein YhdC","DRAM","sporulation_prot"
"2651","O07539","yhaX","Stress response protein YhaX","DRAM","sporulation_prot"
"2661","O07544","yheC","Endospore coat-associated protein YheC","DRAM","sporulation_prot"
"2671","O07545","yheD","Endospore coat-associated protein YheD","DRAM","sporulation_prot"
"2681","O07547","yheF","Uncharacterized protein YheF","DRAM","sporulation_prot"
"2691","O07571","yhjQ","Uncharacterized cysteine-rich protein YhjQ","DRAM","sporulation_prot"
"2701","O07572","yhjR","Uncharacterized protein YhjR","DRAM","sporulation_prot"
"2713","O07599","yhfA","Uncharacterized membrane protein YhfA","DRAM","sporulation_prot"
"2721","O07611","yhfM","Uncharacterized protein YhfM","DRAM","sporulation_prot"
"2731","O07622","yhfW","Putative Rieske 2Fe-2S iron-sulfur protein YhfW (EC 1.-.-.-)","DRAM","sporulation_prot"
"2741","O07634","ylaJ","Probable spore germination lipoprotein YlaJ","DRAM","sporulation_prot"
"2751","O07635","ylaK","Protein PhoH2 (EC 3.1.-.-) (EC 5.6.2.5) (Protein YlaK) (RNA 5'-3' helicase PhoH2)","DRAM","sporulation_prot"
"2761","O07637","ylaM","Glutaminase 2 (EC 3.5.1.2)","DRAM","sporulation_prot"
"2771","O07919","yraG","Spore coat protein F-like protein YraG","DRAM","sporulation_prot"
"2781","O07949","yraF","Spore coat protein F-like protein YraF","DRAM","sporulation_prot"
"2791","O08394","yetO","Bifunctional cytochrome P450/NADPH--P450 reductase 1 (CYP102A2) (Fatty acid hydroxylase CypD) (Flavocytochrome P450 102A2) [Includes: Cytochrome P450 102A2 (EC 1.14.14.1); NADPH--cytochrome P450 reductase (EC 1.6.2.4)]","DRAM","sporulation_prot"
"2801","O08469","cypA","Cytochrome P450 (EC 1.14.-.-)","DRAM","sporulation_prot"
"2813","O30472","yodL","Uncharacterized protein YodL","DRAM","sporulation_prot"
"2821","O31442","ybeF","Uncharacterized protein YbeF","DRAM","sporulation_prot"
"2831","O31451","ybfJ","Uncharacterized protein YbfJ","DRAM","sporulation_prot"
"2841","O31473","ycgI","Uncharacterized protein YcgI","DRAM","sporulation_prot"
"2851","O31479","gerKD","Uncharacterized protein YczF","DRAM","sporulation_prot"
"2861","O31496","ydzH","Uncharacterized protein YdzH","DRAM","sporulation_prot"
"2871","O31510","yeeK","Spore coat protein YeeK","DRAM","sporulation_prot"
"2881","O31513","yesJ","Uncharacterized N-acetyltransferase YesJ (EC 2.3.1.-)","DRAM","sporulation_prot"
"2891","O31514","yesK","Uncharacterized protein YesK","DRAM","sporulation_prot"
"2901","O31533","yetF","UPF0702 transmembrane protein YetF","DRAM","sporulation_prot"
"2913","O31542","yfnD","Uncharacterized protein YfnD","DRAM","sporulation_prot"
"2921","O31552","sspH","Small, acid-soluble spore protein H (SASP H)","DRAM","sporulation_prot"
"2931","O31572","yfhD","Uncharacterized protein YfhD","DRAM","sporulation_prot"
"2941","O31573","yfhE","Uncharacterized protein YfhE","DRAM","sporulation_prot"
"2951","O31585","yfhS","Uncharacterized protein YfhS","DRAM","sporulation_prot"
"2961","O31586","ygzA","Uncharacterized protein YgzA","DRAM","sporulation_prot"
"2971","O31589","yhbB","Uncharacterized protein YhbB","DRAM","sporulation_prot"
"2981","O31596","yjaZ","Uncharacterized protein YjaZ","DRAM","sporulation_prot"
"2991","O31597","mdfA","UPF0736 protein YjbA","DRAM","sporulation_prot"
"3001","O31603","yjbE","Uncharacterized membrane protein YjbE","DRAM","sporulation_prot"
"3013","O31605","pepF","Oligopeptidase PepF (EC 3.4.24.-)","DRAM","sporulation_prot"
"3021","O31614","prpE","Bis(5'-nucleosyl)-tetraphosphatase PrpE [asymmetrical] (EC 3.6.1.17) (Ap4A hydrolase) (Diadenosine 5',5'''-P1,P4-tetraphosphate asymmetrical hydrolase) (Diadenosine tetraphosphatase)","DRAM","sporulation_prot"
"3031","O31622","cotO","Spore coat protein O","DRAM","sporulation_prot"
"3041","O31623","yjcA","Sporulation protein YjcA","DRAM","sporulation_prot"
"3051","O31625","spoVIF","Sporulation-specific transcription factor SpoVIF (Stage VI sporulation protein F)","DRAM","sporulation_prot"
"3061","O31649","yjdH","Uncharacterized protein YjdH","DRAM","sporulation_prot"
"3071","O31653","ykzH","Uncharacterized protein YkzH","DRAM","sporulation_prot"
"3081","O31659","ykzE","Uncharacterized protein YkzE","DRAM","sporulation_prot"
"3091","O31661","kinE","Sporulation kinase E (EC 2.7.13.3) (Sensor histidine kinase E)","DRAM","sporulation_prot"
"3102","O31671","kinD","Sporulation kinase D (EC 2.7.13.3) (Sensor histidine kinase D)","DRAM","sporulation_prot"
"3111","O31674","ykvI","Uncharacterized membrane protein YkvI","DRAM","sporulation_prot"
"3121","O31681","ykvP","Spore protein YkvP","DRAM","sporulation_prot"
"3131","O31682","ykvQ","Putative glycosylase YkvQ (EC 3.2.-.-)","DRAM","sporulation_prot"
"3141","O31686","ykvU","Sporulation protein YkvU","DRAM","sporulation_prot"
"3151","O31687","stoA","Sporulation thiol-disulfide oxidoreductase A (Stage IV sporulation protein H)","DRAM","sporulation_prot"
"3161","O31700","yknT","Sporulation protein cse15","DRAM","sporulation_prot"
"3171","O31725","ylmC","Probable sporulation protein YlmC","DRAM","sporulation_prot"
"3181","O31737","sivC","Uncharacterized protein YlqB","DRAM","sporulation_prot"
"3191","O31762","ymfD","Bacillibactin exporter","DRAM","sporulation_prot"
"320","O31768","ymfJ","Uncharacterized protein YmfJ","DRAM","sporulation_prot"
"3211","O31771","rodZ","Uncharacterized membrane protein YmfM","DRAM","sporulation_prot"
"322","O31773","pbpX","Putative penicillin-binding protein PbpX","DRAM","sporulation_prot"
"323","O31779","ricA","Uncharacterized protein YmcA","DRAM","sporulation_prot"
"324","O31793","ymaG","Uncharacterized protein YmaG","DRAM","sporulation_prot"
"325","O31794","gerY","Uncharacterized protein YmaF","DRAM","sporulation_prot"
"326","O31802","cotU","Uncharacterized protein YnzH","DRAM","sporulation_prot"
"327","O31805","yndA","Uncharacterized protein YndA","DRAM","sporulation_prot"
"328","O31807","ynzB","Uncharacterized protein YnzB","DRAM","sporulation_prot"
"329","O31808","yndD","Uncharacterized membrane protein YndD","DRAM","sporulation_prot"
"330","O31809","yndE","Spore germination protein YndE","DRAM","sporulation_prot"
"3311","O31810","yndF","Spore germination protein YndF","DRAM","sporulation_prot"
"332","O31815","pghL","UPF0714 protein YndL","DRAM","sporulation_prot"
"333","O31816","yndM","Uncharacterized membrane protein YndM","DRAM","sporulation_prot"
"334","O31819","ynzD","Aspartyl-phosphate phosphatase YnzD (EC 3.1.3.-) (Stage 0 sporulation regulatory protein YnzD)","DRAM","sporulation_prot"
"335","O31824","nrnB","Oligoribonuclease NrnB (EC 3.1.-.-) (NanoRNase B)","DRAM","sporulation_prot"
"336","O31825","yngE","Uncharacterized carboxylase YngE (EC 6.4.1.-)","DRAM","sporulation_prot"
"337","O31826","yngI","Putative acyl-CoA synthetase YngI (EC 6.2.1.-)","DRAM","sporulation_prot"
"338","O31831","yoaQ","Uncharacterized protein YoaQ","DRAM","sporulation_prot"
"339","O31832","yozF","Uncharacterized protein YozF","DRAM","sporulation_prot"
"340","O31846","yozN","Uncharacterized protein YozN","DRAM","sporulation_prot"
"3411","O31854","cdaS","Cyclic di-AMP synthase CdaS (c-di-AMP synthase) (EC 2.7.7.85) (Diadenylate cyclase) (DAC)","DRAM","sporulation_prot"
"342","O31861","yojB","Uncharacterized protein YojB","DRAM","sporulation_prot"
"343","O31863","yozD","Uncharacterized protein YozD","DRAM","sporulation_prot"
"344","O31864","yozE","UPF0346 protein YozE","DRAM","sporulation_prot"
"345","O31982","blyA","N-acetylmuramoyl-L-alanine amidase BlyA (EC 3.5.1.28) (Autolysin) (Cell wall hydrolase)","DRAM","sporulation_prot"
"346","O32007","ypzA","Uncharacterized protein YpzA","DRAM","sporulation_prot"
"347","O32012","ypzC","Uncharacterized protein YpzC","DRAM","sporulation_prot"
"348","O32013","ypzD","Spore germination protein-like protein YpzD","DRAM","sporulation_prot"
"349","O32019","yqzG","Uncharacterized protein YqzG","DRAM","sporulation_prot"
"350","O32020","spoIIIL","Uncharacterized protein YqzE","DRAM","sporulation_prot"
"3511","O32025","phrE","Phosphatase RapE inhibitor (Phosphatase regulator E)","DRAM","sporulation_prot"
"352","O32030","yrzA","Uncharacterized protein YrzA","DRAM","sporulation_prot"
"353","O32031","yrrS","Uncharacterized membrane protein YrrS","DRAM","sporulation_prot"
"354","O32032","pbpI","Penicillin-binding protein 4B (PBP-4B) (PBP4b) (EC 3.4.16.4) (Penicillin-binding protein I)","DRAM","sporulation_prot"
"355","O32040","yrzK","Uncharacterized protein YrzK","DRAM","sporulation_prot"
"356","O32050","yrbG","UPF0702 transmembrane protein YrbG","DRAM","sporulation_prot"
"357","O32051","yrzE","Uncharacterized membrane protein YrzE","DRAM","sporulation_prot"
"358","O32060","yrbD","Putative sodium/proton-dependent alanine carrier protein YrbD","DRAM","sporulation_prot"
"359","O32062","safA","SpoIVD-associated factor A (Morphogenetic protein SafA)","DRAM","sporulation_prot"
"360","O32066","ytzH","Uncharacterized protein YtzH","DRAM","sporulation_prot"
"3611","O32073","ytzC","Uncharacterized protein YtzC","DRAM","sporulation_prot"
"362","O32076","floT","Flotillin-like protein FloT (Bacterial flotillin homolog YuaG)","DRAM","sporulation_prot"
"363","O32085","cdoA","Cysteine dioxygenase (CDO) (EC 1.13.11.20)","DRAM","sporulation_prot"
"364","O32087","yuzA","Uncharacterized membrane protein YuzA","DRAM","sporulation_prot"
"365","O32089","yuzC","Uncharacterized protein YuzC","DRAM","sporulation_prot"
"366","O32094","yueG","Spore germination protein-like protein YueG","DRAM","sporulation_prot"
"367","O32096","yuzE","Uncharacterized protein YuzE","DRAM","sporulation_prot"
"368","O32097","yuzF","Uncharacterized protein YuzF","DRAM","sporulation_prot"
"369","O32108","yuiC","Uncharacterized protein YuiC","DRAM","sporulation_prot"
"370","O32123","yutH","Endospore coat-associated protein YutH","DRAM","sporulation_prot"
"3711","O32124","yutG","Uncharacterized protein YutG","DRAM","sporulation_prot"
"372","O32128","yutC","Uncharacterized lipoprotein YutC","DRAM","sporulation_prot"
"373","O32130","lytH","L-Ala--D-Glu endopeptidase (EC 3.4.-.-) (Peptidoglycan hydrolase) (Sporulation-specific endopeptidase)","DRAM","sporulation_prot"
"374","O32131","fisB","Sporulation protein YunB","DRAM","sporulation_prot"
"375","O32132","yunC","Uncharacterized protein YunC","DRAM","sporulation_prot"
"376","O32160","yurS","Uncharacterized protein YurS","DRAM","sporulation_prot"
"377","O32166","yurZ","Uncharacterized protein YurZ","DRAM","sporulation_prot"
"378","O32179","fadM","Proline dehydrogenase 1 (PRODH 1) (EC 1.5.5.2) (Proline oxidase 1)","DRAM","sporulation_prot"
"379","O32180","yusN","Uncharacterized protein YusN","DRAM","sporulation_prot"
"380","O32189","yusW","Uncharacterized protein YusW","DRAM","sporulation_prot"
"3811","O32217","bdbC","Disulfide bond formation protein C (Disulfide oxidoreductase C) (Thiol-disulfide oxidoreductase C)","DRAM","sporulation_prot"
"382","O32218","bdbD","Disulfide bond formation protein D (Disulfide oxidoreductase D) (Thiol-disulfide oxidoreductase D)","DRAM","sporulation_prot"
"383","O32224","azoR2","FMN-dependent NADH:quinone oxidoreductase 2 (EC 1.6.5.-) (Azo-dye reductase 2) (FMN-dependent NADH-azo compound oxidoreductase 2) (FMN-dependent NADH-azoreductase 2) (EC 1.7.1.17)","DRAM","sporulation_prot"
"384","O32225","yvaC","Uncharacterized membrane protein YvaC","DRAM","sporulation_prot"
"385","O32230","smpB","SsrA-binding protein (Small protein B)","DRAM","sporulation_prot"
"386","O32234","yvaM","AB hydrolase superfamily protein YvaM (EC 3.-.-.-)","DRAM","sporulation_prot"
"387","O32236","rghR","HTH-type transcriptional repressor RghR (RapGH repressor)","DRAM","sporulation_prot"
"388","O32267","tuaH","Putative teichuronic acid biosynthesis glycosyltransferase TuaH (EC 2.4.-.-)","DRAM","sporulation_prot"
"389","O32268","tuaG","Putative teichuronic acid biosynthesis glycosyltransferase TuaG (EC 2.4.-.-)","DRAM","sporulation_prot"
"390","O32269","tuaF","Teichuronic acid biosynthesis protein TuaF","DRAM","sporulation_prot"
"3911","O32276","usd","Protein usd","DRAM","sporulation_prot"
"392","O32277","spoIIT","Uncharacterized protein YwmB","DRAM","sporulation_prot"
"393","O32293","yycN","Uncharacterized N-acetyltransferase YycN (EC 2.3.1.-)","DRAM","sporulation_prot"
"394","O32296","yyzB","Uncharacterized protein YyzB","DRAM","sporulation_prot"
"395","O32307","cry19Aa","Pesticidal crystal protein Cry19Aa (75 kDa crystal protein) (Crystaline entomocidal protoxin) (Insecticidal delta-endotoxin CryXIXA(a))","DRAM","sporulation_prot"
"396","O32321","cry20Aa","Pesticidal crystal protein Cry20Aa (86 kDa crystal protein) (Crystaline entomocidal protoxin) (Insecticidal delta-endotoxin CryXXA(a))","DRAM","sporulation_prot"
"397","O32322","cyt2Bb1","Type-2Bb cytolytic delta-endotoxin (30 kDa cytolytic toxin)","DRAM","sporulation_prot"
"398","O32720","spoIIAA","Anti-sigma F factor antagonist (Stage II sporulation protein AA)","DRAM","sporulation_prot"
