"","COGlet","ID","gene_name","gene_desc","gene_cat","COG.broad","Cog.cat","Nog.abbrev","Nog.new","source","DetailedCat"
"154","C","COG1139","LutB","L-lactate utilization protein LutB, contains a ferredoxin-type domain","unknown function","METABOLISM","Energy production and conversion","Energy (C)","Energy (C)","COG","Energy (C)"
"155","C","COG1908","FrhD","Coenzyme F420-reducing hydrogenase, delta subunit","unknown function","METABOLISM","Energy production and conversion","Energy (C)","Energy (C)","COG","Energy (C)"
"156","C","COG1013","PorB","Pyruvate:ferredoxin oxidoreductase or related 2-oxoacid:ferredoxin oxidoreductase, beta subunit","Pyruvate oxidation","METABOLISM","Energy production and conversion","Energy (C)","Energy (C)","COG","Energy (C)"
"157","C","COG5691","CpeT","Phycocyanobilin lyase CpeT/CpcT","unknown function","METABOLISM","Energy production and conversion","Energy (C)","Energy (C)","COG","Energy (C)"
"158","C","COG5692","PcyA","Phycocyanobilin:ferredoxin oxidoreductase","unknown function","METABOLISM","Energy production and conversion","Energy (C)","Energy (C)","COG","Energy (C)"
"159","C","COG2210","YrkE","Peroxiredoxin family protein","unknown function","METABOLISM","Energy production and conversion","Energy (C)","Energy (C)","COG","Energy (C)"
"160","C","COG0427","ACH1","Propionyl CoA:succinate CoA transferase","unknown function","METABOLISM","Energy production and conversion","Energy (C)","Energy (C)","COG","Energy (C)"
"161","C","COG5693","ApcE","Phycobilisome linker protein ApcE","unknown function","METABOLISM","Energy production and conversion","Energy (C)","Energy (C)","COG","Energy (C)"
"162","C","COG5695","NdhP","NAD(P)H dehydrogenase cyanobacteria/chloroplast subunit P","unknown function","METABOLISM","Energy production and conversion","Energy (C)","Energy (C)","COG","Energy (C)"
"163","C","COG5701","PsaA","Photosystem I reaction center subunit A1, PsaA","Photosystem I","METABOLISM","Energy production and conversion","Energy (C)","Energy (C)","COG","Energy (C)"
"164","C","COG1048","AcnA","Aconitase A","Lysine biosynthesisTCA cycle","METABOLISM","Energy production and conversion","Energy (C)","Energy (C)","COG","Energy (C)"
"165","C","COG1035","FrhB","Coenzyme F420-reducing hydrogenase, beta subunit","unknown function","METABOLISM","Energy production and conversion","Energy (C)","Energy (C)","COG","Energy (C)"
"166","C","COG1905","NuoE","NADH:ubiquinone oxidoreductase 24 kD subunit (chain E)","NADH dehydrogenase","METABOLISM","Energy production and conversion","Energy (C)","Energy (C)","COG","Energy (C)"
"167","C","COG1979","YqdH","Alcohol dehydrogenase YqhD, Fe-dependent ADH family","unknown function","METABOLISM","Energy production and conversion","Energy (C)","Energy (C)","COG","Energy (C)"
"168","C","COG2863","CytC553","Cytochrome c553","unknown function","METABOLISM","Energy production and conversion","Energy (C)","Energy (C)","COG","Energy (C)"
"169","C","COG4106","Tam","Trans-aconitate methyltransferase","unknown function","METABOLISM","Energy production and conversion","Energy (C)","Energy (C)","COG","Energy (C)"
"170","C","COG2142","SdhD","Succinate dehydrogenase, hydrophobic anchor subunit","unknown function","METABOLISM","Energy production and conversion","Energy (C)","Energy (C)","COG","Energy (C)"
"171","C","COG1529","CoxL","Aldehyde, CO or xanthine dehydrogenase, Mo-binding subunit","Non-phosphorylated Entner-Doudoroff pathway","METABOLISM","Energy production and conversion","Energy (C)","Energy (C)","COG","Energy (C)"
"172","C","COG0280","Pta","Phosphotransacetylase (includes Pta, EutD and phosphobutyryltransferase)","unknown function","METABOLISM","Energy production and conversion","Energy (C)","Energy (C)","COG","Energy (C)"
"173","C","COG1902","FadH","2,4-dienoyl-CoA reductase or related NADH-dependent reductase, Old Yellow Enzyme (OYE) family","unknown function","METABOLISM","Energy production and conversion","Energy (C)","Energy (C)","COG","Energy (C)"
"174","C","COG5706","PsaF","Photosystem I reaction center subunit III, PsaF","Photosystem I","METABOLISM","Energy production and conversion","Energy (C)","Energy (C)","COG","Energy (C)"
"175","C","COG4658","RnfD","Na+-translocating ferredoxin:NAD+ oxidoreductase  RNF, RnfD subunit","Na+-translocating Fd:NADH oxidoreductase","METABOLISM","Energy production and conversion","Energy (C)","Energy (C)","COG","Energy (C)"
"176","C","COG0649","NuoD","NADH:ubiquinone oxidoreductase 49 kD subunit (chain D)","NADH dehydrogenase","METABOLISM","Energy production and conversion","Energy (C)","Energy (C)","COG","Energy (C)"
"177","C","COG1249","Lpd","Dihydrolipoamide dehydrogenase (E3) component of pyruvate/2-oxoglutarate dehydrogenase complex or glutathione oxidoreductase","Glycine cleavagePyruvate oxidation","METABOLISM","Energy production and conversion","Energy (C)","Energy (C)","COG","Energy (C)"
"178","C","COG3261","HycE2","Ni,Fe-hydrogenase III large subunit","unknown function","METABOLISM","Energy production and conversion","Energy (C)","Energy (C)","COG","Energy (C)"
"179","C","COG1620","LldP","L-lactate permease","unknown function","METABOLISM","Energy production and conversion","Energy (C)","Energy (C)","COG","Energy (C)"
"180","C","COG1866","PckA","Phosphoenolpyruvate carboxykinase, ATP-dependent","Gluconeogenesis","METABOLISM","Energy production and conversion","Energy (C)","Energy (C)","COG","Energy (C)"
"181","C","COG4036","EhaG","Energy-converting hydrogenase Eha subunit G","unknown function","METABOLISM","Energy production and conversion","Energy (C)","Energy (C)","COG","Energy (C)"
"182","C","COG5715","Ycf33","Photosystem I auxiliary component Ycf33, involved in cyclic electron transport","Photosystem I","METABOLISM","Energy production and conversion","Energy (C)","Energy (C)","COG","Energy (C)"
"183","C","COG4660","RnfE","Na+-translocating ferredoxin:NAD+ oxidoreductase  RNF, RnfE subunit","Na+-translocating Fd:NADH oxidoreductase","METABOLISM","Energy production and conversion","Energy (C)","Energy (C)","COG","Energy (C)"
"184","C","COG0372","GltA","Citrate synthase","TCA cycle","METABOLISM","Energy production and conversion","Energy (C)","Energy (C)","COG","Energy (C)"
"185","C","COG3051","CitF","Citrate lyase, alpha subunit","unknown function","METABOLISM","Energy production and conversion","Energy (C)","Energy (C)","COG","Energy (C)"
"186","C","COG5767","Ycf51","Uncharacterized cyanobacterial/chloroplast membrane protein Ycf51, DUF2518 (PF10726) domain","unknown function","METABOLISM","Energy production and conversion","Energy (C)","Energy (C)","COG","Energy (C)"
"187","C","COG3302","DmsC","DMSO reductase anchor subunit DmsC","unknown function","METABOLISM","Energy production and conversion","Energy (C)","Energy (C)","COG","Energy (C)"
"188","C","COG2878","RnfB","Na+-translocating ferredoxin:NAD+ oxidoreductase RNF, RnfB subunit","Na+-translocating Fd:NADH oxidoreductase","METABOLISM","Energy production and conversion","Energy (C)","Energy (C)","COG","Energy (C)"
"189","C","COG1008","NuoM","NADH:ubiquinone oxidoreductase subunit 4 (chain M)","NADH dehydrogenase","METABOLISM","Energy production and conversion","Energy (C)","Energy (C)","COG","Energy (C)"
"190","C","COG1301","GltP","Na+/H+-dicarboxylate symporter","unknown function","METABOLISM","Energy production and conversion","Energy (C)","Energy (C)","COG","Energy (C)"
"191","C","COG1150","HdrC","Heterodisulfide reductase, subunit C","unknown function","METABOLISM","Energy production and conversion","Energy (C)","Energy (C)","COG","Energy (C)"
"192","C","COG1740","HyaA","Ni,Fe-hydrogenase I small subunit","unknown function","METABOLISM","Energy production and conversion","Energy (C)","Energy (C)","COG","Energy (C)"
"193","C","COG2069","CdhD","CO dehydrogenase/acetyl-CoA synthase delta subunit (corrinoid Fe-S protein)","unknown function","METABOLISM","Energy production and conversion","Energy (C)","Energy (C)","COG","Energy (C)"
"194","C","COG5557","HybB","Ni/Fe-hydrogenase 2 integral membrane subunit HybB","unknown function","METABOLISM","Energy production and conversion","Energy (C)","Energy (C)","COG","Energy (C)"
"195","C","COG1527","NtpC","Archaeal/vacuolar-type H+-ATPase subunit C/Vma6","A/V-type ATP synthase","METABOLISM","Energy production and conversion","Energy (C)","Energy (C)","COG","Energy (C)"
"196","C","COG5686","ApcC","Phycobilisome linker polypeptide","unknown function","METABOLISM","Energy production and conversion","Energy (C)","Energy (C)","COG","Energy (C)"
"197","C","COG5732","PsbW","Photosystem II reaction center protein W, PsbW/Psb28/Ycf79","Photosystem II","METABOLISM","Energy production and conversion","Energy (C)","Energy (C)","COG","Energy (C)"
"198","C","COG2048","HdrB","Heterodisulfide reductase, subunit B","unknown function","METABOLISM","Energy production and conversion","Energy (C)","Energy (C)","COG","Energy (C)"
"199","C","COG5690","Ycf58","Phycocyanobilin lyase CpeS/CpcS (= Ycf58)","unknown function","METABOLISM","Energy production and conversion","Energy (C)","Energy (C)","COG","Energy (C)"
"200","C","COG5016","OadA1","Pyruvate/oxaloacetate carboxyltransferase","Urea cycle","METABOLISM","Energy production and conversion","Energy (C)","Energy (C)","COG","Energy (C)"
"201","C","COG2326","PPK2","Polyphosphate kinase 2, PPK2 family","unknown function","METABOLISM","Energy production and conversion","Energy (C)","Energy (C)","COG","Energy (C)"
"202","C","COG5739","PsbQ","Photosystem II oxygen-evolving enhancer PsbQ/CyanoQ","Photosystem II","METABOLISM","Energy production and conversion","Energy (C)","Energy (C)","COG","Energy (C)"
"203","C","COG0636","AtpE","FoF1-type ATP synthase, membrane subunit c/Archaeal/vacuolar-type H+-ATPase, subunit K","FoF1-type ATP synthase","METABOLISM","Energy production and conversion","Energy (C)","Energy (C)","COG","Energy (C)"
"204","C","COG2869","NqrC","Na+-transporting NADH:ubiquinone oxidoreductase, subunit NqrC","Na+-translocating NADH dehydrogenase","METABOLISM","Energy production and conversion","Energy (C)","Energy (C)","COG","Energy (C)"
"205","C","COG5676","CytM","Cytochrome cM","unknown function","METABOLISM","Energy production and conversion","Energy (C)","Energy (C)","COG","Energy (C)"
"206","C","COG0650","HyfC","Formate hydrogenlyase subunit HyfC","unknown function","METABOLISM","Energy production and conversion","Energy (C)","Energy (C)","COG","Energy (C)"
"207","C","COG1359","YgiN","Quinol monooxygenase YgiN","unknown function","METABOLISM","Energy production and conversion","Energy (C)","Energy (C)","COG","Energy (C)"
"208","C","COG5717","PsbB","Photosystem II reaction center chlorophyll a-binding protein CP47, PsbB","Photosystem II","METABOLISM","Energy production and conversion","Energy (C)","Energy (C)","COG","Energy (C)"
"209","C","COG1029","FwdB","Formylmethanofuran dehydrogenase subunit B","unknown function","METABOLISM","Energy production and conversion","Energy (C)","Energy (C)","COG","Energy (C)"
"210","C","COG5785","Cr066","Uncharacterized cyanobacterial/chloroplast protein CR066, DUF3172 (PF11371) domain","unknown function","METABOLISM","Energy production and conversion","Energy (C)","Energy (C)","COG","Energy (C)"
"211","C","COG1941","FrhG","Coenzyme F420-reducing hydrogenase, gamma subunit","unknown function","METABOLISM","Energy production and conversion","Energy (C)","Energy (C)","COG","Energy (C)"
"212","C","COG3411","2Fe-2S ferredoxin","2Fe-2S ferredoxin","2Fe2S","METABOLISM","Energy production and conversion","Energy (C)","Energy (C)","COG","Energy (C)"
"213","C","COG5609","MpsC","Na+-translocating membrane potential-generating system subunit MpsC, DUF2294 family","unknown function","METABOLISM","Energy production and conversion","Energy (C)","Energy (C)","COG","Energy (C)"
"214","C","COG5707","PsaI","Photosystem I reaction center subunit VIII, PsaI","Photosystem I","METABOLISM","Energy production and conversion","Energy (C)","Energy (C)","COG","Energy (C)"
"215","C","COG5712","Ycf4","Photosystem I assembly protein Ycf4","Photosystem I","METABOLISM","Energy production and conversion","Energy (C)","Energy (C)","COG","Energy (C)"
"216","C","COG1456","CdhE","CO dehydrogenase/acetyl-CoA synthase gamma subunit (corrinoid Fe-S protein)","unknown function","METABOLISM","Energy production and conversion","Energy (C)","Energy (C)","COG","Energy (C)"
"217","C","COG2838","IcdM","Monomeric isocitrate dehydrogenase","TCA cycle","METABOLISM","Energy production and conversion","Energy (C)","Energy (C)","COG","Energy (C)"
"218","C","COG5782","NdhV","NAD(P)H dehydrogenase cyanobacteria/chloroplast-specific subunit NdhV, DUF2996 (PF11210) domain","unknown function","METABOLISM","Energy production and conversion","Energy (C)","Energy (C)","COG","Energy (C)"
"219","C","COG5714","Ycf37","Photosystem I assembly protein Ycf37, contains TPR repeats","Photosystem I","METABOLISM","Energy production and conversion","Energy (C)","Energy (C)","COG","Energy (C)"
"220","C","COG5790","NdhS","NAD(P)H dehydrogenase cyanobacteria/chloroplast-specific subunit S (CRR31)","unknown function","METABOLISM","Energy production and conversion","Energy (C)","Energy (C)","COG","Energy (C)"
"221","C","COG0843","CyoB","Heme/copper-type cytochrome/quinol oxidase, subunit 1","unknown function","METABOLISM","Energy production and conversion","Energy (C)","Energy (C)","COG","Energy (C)"
"222","C","COG0281","SfcA","Malic enzyme","Urea cycle","METABOLISM","Energy production and conversion","Energy (C)","Energy (C)","COG","Energy (C)"
"223","C","COG5713","Ycf3","Photosystem I assembly protein Ycf3, contains TPR repeats","Photosystem I","METABOLISM","Energy production and conversion","Energy (C)","Energy (C)","COG","Energy (C)"
"224","C","COG0655","WrbA","Multimeric flavodoxin WrbA, includes NAD(P)H:quinone oxidoreductase","unknown function","METABOLISM","Energy production and conversion","Energy (C)","Energy (C)","COG","Energy (C)"
"225","C","COG5721","PsbF","Photosystem II cytochrome b559 beta chain, PsbF","Photosystem II","METABOLISM","Energy production and conversion","Energy (C)","Energy (C)","COG","Energy (C)"
"226","C","COG4084","EhaM","Energy-converting hydrogenase A subunit M","unknown function","METABOLISM","Energy production and conversion","Energy (C)","Energy (C)","COG","Energy (C)"
"227","C","COG3259","FrhA","Coenzyme F420-reducing hydrogenase, alpha subunit","unknown function","METABOLISM","Energy production and conversion","Energy (C)","Energy (C)","COG","Energy (C)"
"228","C","COG4624","Nar1","Iron only hydrogenase large subunit, C-terminal domain","unknown function","METABOLISM","Energy production and conversion","Energy (C)","Energy (C)","COG","Energy (C)"
"229","C","COG5677","PetJ","Cytochrome c6","unknown function","METABOLISM","Energy production and conversion","Energy (C)","Energy (C)","COG","Energy (C)"
"230","C","COG3069","DcuC","C4-dicarboxylate transporter DcuC","unknown function","METABOLISM","Energy production and conversion","Energy (C)","Energy (C)","COG","Energy (C)"
"231","C","COG5791","CRR7","NAD(P)H dehydrogenase cyanobacteria/chloroplast-specific auxiliary subunit CRR7","unknown function","METABOLISM","Energy production and conversion","Energy (C)","Energy (C)","COG","Energy (C)"
